Buy,6000,7159.5
Sell,3205,7159.0
Buy,1000,7159.5
Buy,200,7159.5
Buy,1000,7159.5
Sell,1876,7159.0
Sell,100,7159.0
Buy,22284,7159.5
Buy,3,7159.5
Buy,1,7159.5
Buy,61,7159.5
Sell,2589,7159.0
Buy,10000,7159.5
Buy,10000,7159.5
Buy,250,7159.5
Sell,28000,7159.0
Buy,10000,7159.5
Buy,6688,7159.5
Sell,96500,7159.0
Buy,741,7159.5
Buy,1,7159.5
Buy,1,7158.5
Sell,20157,7157.0
Sell,20157,7157.0
Sell,717,7157.0
Buy,1000,7157.5
Buy,1878,7157.5
Buy,1,7157.5
Buy,999,7157.5
Buy,285,7156.5
Buy,15,7156.5
Buy,3,7156.0
Buy,250,7156.0
Buy,995,7156.0
Buy,74178,7156.0
Buy,5822,7156.0
Buy,178,7156.0
Buy,50,7156.0
Buy,10,7156.0
Buy,8100,7156.0
Buy,50,7156.0
Buy,61,7156.0
Sell,171,7155.5
Sell,204,7155.5
Buy,321,7156.0
Buy,20,7156.0
Buy,6000,7156.0
Buy,50,7156.0
Sell,694,7155.5
Buy,9452,7156.0
Sell,1961,7155.5
Sell,1000,7155.5
Sell,5140,7155.5
Sell,16900,7155.5
Sell,71600,7155.5
Buy,500,7156.0
Sell,1,7155.5
Sell,9999,7155.5
Buy,401,7156.0
Sell,2747,7155.5
Sell,3,7155.5
Sell,250,7155.5
Sell,300,7155.5
Sell,1984,7155.5
Buy,10479,7156.0
Sell,9163,7155.5
Sell,6100,7155.5
Buy,25,7156.0
Sell,4696,7155.5
Sell,100,7155.5
Sell,801,7155.5
Sell,293,7155.5
Sell,4403,7155.5
Sell,8600,7155.5
Sell,52800,7155.5
Sell,1400,7155.5
Buy,335,7156.0
Sell,2536,7155.5
Sell,864,7155.5
Sell,14399,7155.5
Sell,150,7157.5
Sell,150,7157.5
Sell,512,7157.0
Sell,549,7157.0
Sell,100,7157.0
Sell,1,7157.0
Sell,150,7157.0
Sell,40,7157.0
Sell,1,7156.0
Sell,100,7156.5
Sell,1,7156.0
Sell,1,7155.5
Sell,10,7155.5
Sell,1,7155.5
Sell,4084,7155.5
Sell,150,7156.0
Sell,500,7158.0
Sell,2,7158.0
Sell,1600,7158.0
Buy,21,7158.5
Sell,845,7158.0
Sell,53,7158.0
Sell,1946,7158.0
Sell,1,7158.0
Buy,1000,7158.5
Buy,10,7158.5
Sell,197,7158.0
Sell,409,7158.0
Sell,100,7158.0
Sell,780,7158.0
Buy,5000,7159.5
Sell,456,7159.0
Sell,1,7159.0
Sell,1999,7159.0
Sell,2617,7160.0
Sell,1732,7160.0
Sell,2000,7160.0
Sell,3,7160.0
Buy,2000,7160.5
Sell,92,7160.0
Sell,4000,7160.0
Buy,200,7161.0
Sell,89,7160.5
Sell,5630,7160.5
Sell,100,7160.5
Sell,99,7160.5
Sell,82,7160.5
Sell,580,7160.5
Sell,10000,7160.5
Buy,2800,7161.0
Sell,16323,7160.5
Sell,3,7160.5
Sell,3664,7160.5
Buy,2000,7161.0
Sell,7298,7160.5
Buy,2000,7161.0
Buy,100,7161.0
Sell,2222,7160.5
Sell,2,7160.5
Buy,1249,7161.0
Buy,149,7161.0
Buy,1,7161.0
Sell,3000,7160.5
Sell,11761,7160.5
Buy,22565,7160.5
Buy,40610,7160.5
Buy,88577,7160.5
Buy,1,7160.5
Buy,2000,7160.5
Sell,1561,7160.0
Sell,2000,7160.0
Sell,653,7160.5
Sell,180,7161.0
Sell,2000,7161.0
Sell,4000,7161.0
Sell,1,7161.0
Sell,250,7162.0
Sell,150,7163.5
Sell,1,7163.0
Sell,1,7162.0
Sell,100,7161.0
Sell,250,7161.0
Sell,6597,7161.0
Sell,100,7163.5
Sell,135919,7164.5
Sell,112,7166.5
Sell,19784,7164.5
Sell,1,7164.5
Sell,1,7165.0
Sell,100,7165.0
Sell,1,7165.5
Sell,1,7166.5
Buy,2000,7167.0
Sell,18411,7167.5
Sell,15389,7167.5
Sell,200,7167.5
Sell,6000,7167.5
Sell,25562,7167.5
Sell,1000,7167.5
Buy,500,7168.0
Buy,2222,7168.0
Sell,1541,7168.0
Sell,99,7168.0
Sell,81,7168.0
Sell,98,7168.0
Sell,81,7168.0
Sell,100,7168.0
Buy,997,7168.5
Sell,1000,7168.0
Sell,6330,7168.0
Sell,2,7168.0
Sell,1000,7168.0
Sell,1000,7168.0
Sell,100,7168.0
Sell,1023,7168.0
Sell,29880,7168.0
Sell,3,7168.5
Sell,3,7169.0
Sell,1000,7169.0
Sell,100,7169.0
Buy,5000,7169.5
Sell,34900,7169.0
Sell,550,7169.0
Sell,27700,7169.0
Sell,4997,7169.0
Sell,3,7169.0
Buy,1000,7169.5
Sell,48415,7169.0
Sell,4461,7169.0
Sell,1000,7169.0
Sell,500,7169.0
Sell,383,7169.0
Sell,5629,7169.0
Sell,6880,7169.0
Sell,33000,7169.0
Sell,47279,7169.0
Sell,6709,7169.0
Sell,4775,7169.0
Sell,43525,7169.0
Sell,100,7169.0
Sell,1000,7169.0
Sell,7580,7169.0
Sell,2880,7169.0
Sell,75,7169.0
Sell,17225,7169.0
Sell,44802,7169.0
Sell,18898,7169.0
Sell,55,7169.0
Buy,2184,7169.5
Buy,848,7169.5
Sell,37794,7169.0
Sell,15632,7169.0
Sell,3,7169.0
Sell,1620,7169.0
Sell,135,7169.0
Buy,1,7169.5
Sell,609,7169.0
Sell,4671,7169.0
Sell,4172,7169.0
Sell,5000,7169.0
Sell,3751,7169.0
Buy,1,7169.5
Buy,2000,7169.5
Buy,12684,7169.5
Buy,90577,7169.5
Buy,800,7169.5
Buy,1059,7169.5
Buy,20000,7169.5
Buy,96,7169.5
Buy,91,7169.5
Buy,95,7169.5
Buy,91,7169.5
Buy,100,7169.5
Buy,2,7169.5
Buy,8324,7169.5
Sell,4754,7169.0
Sell,5000,7169.0
Buy,881,7169.5
Buy,1000,7169.5
Buy,8000,7169.5
Sell,5000,7169.0
Sell,1883,7169.0
Sell,50,7169.0
Sell,9000,7169.0
Sell,2000,7169.0
Buy,6768,7169.5
Buy,10000,7169.5
Sell,5000,7169.0
Sell,100,7169.0
Sell,2253,7169.0
Sell,91,7169.0
Sell,95,7169.0
Sell,91,7169.0
Sell,96,7169.0
Sell,3,7169.0
Sell,4382,7169.0
Sell,10000,7169.0
Sell,25000,7169.0
Sell,1231,7169.0
Sell,38175,7169.0
Sell,82600,7169.0
Sell,991,7169.0
Sell,3,7169.0
Sell,6,7169.0
Buy,15340,7169.5
Sell,59500,7169.0
Buy,4298,7169.5
Sell,1600,7169.0
Sell,1,7169.0
Buy,50,7169.5
Sell,7769,7169.0
Buy,1,7169.5
Sell,394,7169.0
Sell,1,7169.0
Sell,2279,7169.0
Sell,5000,7169.0
Sell,5000,7169.0
Sell,1000,7169.0
Buy,150,7169.5
Sell,632,7169.0
Sell,10000,7169.0
Sell,1825,7169.0
Buy,700,7169.5
Sell,3500,7169.0
Buy,493,7169.5
Sell,602,7169.0
Sell,8000,7169.0
Buy,223,7170.0
Buy,1500,7170.0
Buy,1500,7170.0
Buy,1,7170.0
Buy,1500,7170.0
Buy,200,7170.0
Buy,3632,7170.0
Buy,2,7170.0
